analysis_id	biosample_id	individual_id	experiment_id	analysis_operation_id	analysis_operation_label
pgxcs-ltoiid39	pgxbs-kftvhrz9	pgxind-kftx3h0f	pgx:TCGA.f05cc604-e546-4231-8c07-e8e5d0746753	EDAM:operation_3227	Variant Calling
pgxcs-ltoifdjz	pgxbs-kftvhmix	pgxind-kftx3l2v	pgx:TCGA.afb7ea63-2959-4e53-95ea-7a032dcb5a8b	EDAM:operation_3227	Variant Calling
pgxcs-ltoht6ng	pgxbs-kftvhnny	pgxind-kftx3m7z	pgx:TCGA.67d804d7-b6a5-4a70-92cd-f93195d928a4	EDAM:operation_3227	Variant Calling
pgxcs-ltoh9vok	pgxbs-kftvhuaw	pgxind-kftx3rho	pgx:TCGA.5191b678-f7e1-42f4-a995-aa6abe5fd976	EDAM:operation_3227	Variant Calling
pgxcs-ltoijibe	pgxbs-kftvhq11	pgxind-kftx3k56	pgx:TCGA.b6568556-a2fb-4eec-a953-b8b81d2fd6dd	EDAM:operation_3227	Variant Calling
pgxcs-ltoifl9p	pgxbs-kftvi6ql	pgxind-kftx3ucx	pgx:TCGA.567ffcaa-e226-438a-8fb7-184dd6f563ae	EDAM:operation_3227	Variant Calling
pgxcs-ltohis99	pgxbs-kftvhvur	pgxind-kftx3rtn	pgx:TCGA.d803f092-3340-485d-9964-d6554d210e2e	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1q2s	pgxbs-kftvhwix	pgxind-kftx3sqx	pgx:TCGA.aa7309ef-9ca0-4e40-927e-506eaefa4558	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6y6i	pgxbs-kftvhhtf	pgxind-kftx3fl1	pgx:TCGA.76a6f76d-f33e-4b4a-b0ee-fb863345f194	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3p46	pgxbs-kftvi2fm	pgxind-kftx3lcz	pgx:TCGA.2bcebace-c92b-4fca-81d0-7a7ae5ce2353	EDAM:operation_3227	Variant Calling
pgxcs-ltohdusr	pgxbs-kftvhxy7	pgxind-kftx3tk9	pgx:TCGA.d5cad767-265f-480f-a3bf-185bd4a75d5e	EDAM:operation_3227	Variant Calling
pgxcs-ltoh71qj	pgxbs-kftvhrsc	pgxind-kftx3pr0	pgx:TCGA.b2a95363-2e9f-4f4b-90fb-2f65e63ae5c1	EDAM:operation_3227	Variant Calling
pgxcs-ltohbhop	pgxbs-kftvhnjs	pgxind-kftx3m3z	pgx:TCGA.2c3397a5-3492-4c8e-8e1d-a49e594db54d	EDAM:operation_3227	Variant Calling
pgxcs-ltohy7tc	pgxbs-kftvhnpp	pgxind-kftx3m9s	pgx:TCGA.b94c14a0-3427-40bf-9861-d317effee7ef	EDAM:operation_3227	Variant Calling
pgxcs-ltohoyri	pgxbs-kftvhjyr	pgxind-kftx3i36	pgx:TCGA.8bf3b3f3-1735-49d5-b6b9-b1fddacd6a02	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0l9v	pgxbs-kftvhkyp	pgxind-kftx3j6o	pgx:TCGA.e0601d4f-a1df-4f29-baba-f8a67556a822	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0c7g	pgxbs-kftvi3gx	pgxind-kftx3hy1	pgx:TCGA.fe47ad4b-5f1e-4ee9-bce2-a1800f67d9a2	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8kw9	pgxbs-kftvhzj0	pgxind-kftx3uah	pgx:TCGA.605e86ac-58f6-47d4-8bde-15eb23c857cc	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8vqf	pgxbs-kftvhsk8	pgxind-kftx3qb1	pgx:TCGA.a6ca2f89-d997-496d-9e2f-996abda1d896	EDAM:operation_3227	Variant Calling
pgxcs-ltoiaofc	pgxbs-kftvhyw3	pgxind-kftx3sp4	pgx:TCGA.0edccd9b-72e9-4c69-899e-4bba4dbacb40	EDAM:operation_3227	Variant Calling
pgxcs-ltoik9qx	pgxbs-kftvi3hk	pgxind-kftx3jbx	pgx:TCGA.734c1580-cb2f-40a7-9c31-ee9b9366ef54	EDAM:operation_3227	Variant Calling
pgxcs-ltoifg92	pgxbs-kftvhnt4	pgxind-kftx3md7	pgx:TCGA.5739bcd5-23b4-4a94-94e0-0ca261179f85	EDAM:operation_3227	Variant Calling
pgxcs-ltohcx5t	pgxbs-kftvhnt0	pgxind-kftx3md1	pgx:TCGA.92b70ee8-e0bd-4b01-8df9-e06af18af377	EDAM:operation_3227	Variant Calling
pgxcs-ltohx8wf	pgxbs-kftvhzbk	pgxind-kftx3syn	pgx:TCGA.d189e6c5-830e-4624-9df4-cef3301d0fbc	EDAM:operation_3227	Variant Calling
pgxcs-ltohtsik	pgxbs-kftvi8wb	pgxind-kftx3ml9	pgx:TCGA.0e06722c-5c6e-4f07-b70a-f54fd615f290	EDAM:operation_3227	Variant Calling
pgxcs-ltohxwhi	pgxbs-kftvhv5a	pgxind-kftx3gu7	pgx:TCGA.2c98b857-5550-4b7c-ad77-2c17348a2d85	EDAM:operation_3227	Variant Calling
pgxcs-ltohjoeo	pgxbs-kftvi5ut	pgxind-kftx3jto	pgx:TCGA.4ccd9ccb-bf50-44eb-aa55-133d8824c433	EDAM:operation_3227	Variant Calling
pgxcs-ltohdgsi	pgxbs-kftvhy6e	pgxind-kftx3tfm	pgx:TCGA.58310ac7-fab3-45fc-a76f-e79952d625bd	EDAM:operation_3227	Variant Calling
pgxcs-ltoi82sz	pgxbs-kftvi7q0	pgxind-kftx3vjg	pgx:TCGA.ef88b85a-61ee-44e1-bb63-1b4ce9154bfb	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6v57	pgxbs-kftvhn1v	pgxind-kftx3fwb	pgx:TCGA.ef423df0-4732-48b1-88e3-eeb7cf1a711a	EDAM:operation_3227	Variant Calling
pgxcs-ltohifq5	pgxbs-kftvhrl3	pgxind-kftx3plf	pgx:TCGA.869e3d55-cad8-436e-b6a8-7ed90ad0a535	EDAM:operation_3227	Variant Calling
pgxcs-ltohhewc	pgxbs-kftvhs2w	pgxind-kftx3gqh	pgx:TCGA.e2187d82-580d-47e1-8476-4e45e79e9a0c	EDAM:operation_3227	Variant Calling
pgxcs-ltoice6w	pgxbs-kftvi41b	pgxind-kftx3lkw	pgx:TCGA.8c5799bf-db65-40f6-9a67-abd4da4025f2	EDAM:operation_3227	Variant Calling
pgxcs-ltoimayv	pgxbs-kftvho47	pgxind-kftx3hjj	pgx:TCGA.6237b644-9903-4f45-8b07-6c610b1342b8	EDAM:operation_3227	Variant Calling
pgxcs-ltoidmcs	pgxbs-kftvhu6y	pgxind-kftx3rf7	pgx:TCGA.013eeabf-611e-4351-b1a3-c3f172f5e081	EDAM:operation_3227	Variant Calling
pgxcs-ltoilz5v	pgxbs-kftvhrlx	pgxind-kftx3jms	pgx:TCGA.f7ffbccc-153e-47a7-8545-d2ff00d19a80	EDAM:operation_3227	Variant Calling
pgxcs-ltoie4rq	pgxbs-kftvi4he	pgxind-kftx3l0k	pgx:TCGA.afec3b25-c3f7-4e48-8fb0-6fb4dd581081	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7ry7	pgxbs-kftvhzs2	pgxind-kftx3lnv	pgx:TCGA.7d09399d-0438-46dc-96b3-42a994de097c	EDAM:operation_3227	Variant Calling
pgxcs-ltohl5s1	pgxbs-kftvhxft	pgxind-kftx3t9a	pgx:TCGA.c32e8a89-bc6b-4e8a-8719-4509412b5729	EDAM:operation_3227	Variant Calling
pgxcs-ltohol8h	pgxbs-kftvhnj6	pgxind-kftx3m3b	pgx:TCGA.0d44c6bb-2ff0-4ed6-8c38-f58b5cfa2530	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8gz7	pgxbs-kftvhkv3	pgxind-kftx3hft	pgx:TCGA.437a1184-ba17-433e-aa34-7a9e809ec422	EDAM:operation_3227	Variant Calling
pgxcs-ltohxc23	pgxbs-kftvhlk9	pgxind-kftx3ju3	pgx:TCGA.8f620b3e-2962-49da-bcaf-4ecfd9580923	EDAM:operation_3227	Variant Calling
pgxcs-ltoifcrr	pgxbs-kftvhjg7	pgxind-kftx3hi0	pgx:TCGA.36cb6f79-4d32-408b-8bb0-897dac58696c	EDAM:operation_3227	Variant Calling
pgxcs-ltohbwfe	pgxbs-kftvhmkq	pgxind-kftx3l4u	pgx:TCGA.c837bc65-d01d-4539-a5d4-6d9871b3bba4	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9hed	pgxbs-kftvi7k9	pgxind-kftx3o03	pgx:TCGA.5ef1d4b3-df1d-4dcd-9344-03172f5e4a4b	EDAM:operation_3227	Variant Calling
pgxcs-ltoij89p	pgxbs-kftvhy40	pgxind-kftx3kav	pgx:TCGA.f1e46036-7b4f-4cca-a150-f2d8e599fdf7	EDAM:operation_3227	Variant Calling
pgxcs-ltohnaey	pgxbs-kftvhw6s	pgxind-kftx3sje	pgx:TCGA.dcc6d13a-31e3-495a-8d63-5c897fc3c4a0	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2cpu	pgxbs-kftvhwvz	pgxind-kftx3q74	pgx:TCGA.71ad3327-1633-4a4e-98b3-2bd4f1746b6d	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2k8k	pgxbs-kftvi7zz	pgxind-kftx3mpw	pgx:TCGA.599da307-d973-4ad7-b7ce-daa3ba62fe77	EDAM:operation_3227	Variant Calling
pgxcs-ltoh93rm	pgxbs-kftvhk1i	pgxind-kftx3i5z	pgx:TCGA.483d87a4-7427-4be0-83c2-32807c2d3a59	EDAM:operation_3227	Variant Calling
pgxcs-ltoijncs	pgxbs-kftvhio8	pgxind-kftx3glz	pgx:TCGA.32c4dcd3-8cc1-4a7d-b593-b8d0b7541c1b	EDAM:operation_3227	Variant Calling
pgxcs-ltoilobf	pgxbs-kftvhla9	pgxind-kftx3jjh	pgx:TCGA.a0b2ff38-e6bf-4f27-98ab-5cf924b0e236	EDAM:operation_3227	Variant Calling
pgxcs-ltoi421o	pgxbs-kftvi4lz	pgxind-kftx3q1q	pgx:TCGA.e8f74301-23a3-4efe-86a9-e448b1e9af7e	EDAM:operation_3227	Variant Calling
pgxcs-ltohgmbo	pgxbs-kftvhhi6	pgxind-kftx3f7n	pgx:TCGA.75e92eaf-2c34-433b-978c-388a0bec9fcd	EDAM:operation_3227	Variant Calling
pgxcs-ltohnfyq	pgxbs-kftvhoqg	pgxind-kftx3n7g	pgx:TCGA.59eff44d-c532-4ea4-b8e4-e4478f5b12de	EDAM:operation_3227	Variant Calling
pgxcs-ltohn7uw	pgxbs-kftvhru3	pgxind-kftx3phh	pgx:TCGA.259427d0-8f7d-43bb-9cdc-b07c6437dcff	EDAM:operation_3227	Variant Calling
pgxcs-ltohenmx	pgxbs-kftvi8q5	pgxind-kftx3r96	pgx:TCGA.8248eab9-011a-4c2a-b0e7-2d81ce29b27c	EDAM:operation_3227	Variant Calling
pgxcs-ltohcp1f	pgxbs-kftvhwhs	pgxind-kftx3sq3	pgx:TCGA.11437143-41f5-4005-9124-4d6a4a2f0e2d	EDAM:operation_3227	Variant Calling
pgxcs-ltohyx74	pgxbs-kftvhk98	pgxind-kftx3if1	pgx:TCGA.0bc4abb4-047b-4c8d-9f79-5b9eb32969e9	EDAM:operation_3227	Variant Calling
pgxcs-ltohmg5g	pgxbs-kftvhij9	pgxind-kftx3gg1	pgx:TCGA.7a1db005-662a-4df4-886a-ec3319bde99a	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7wfi	pgxbs-kftvi5cf	pgxind-kftx3u88	pgx:TCGA.5e11daf8-523b-42e5-a9b5-a16bffc4299c	EDAM:operation_3227	Variant Calling
pgxcs-ltoi56ia	pgxbs-kftvhkoy	pgxind-kftx3iw2	pgx:TCGA.f035a57e-be4d-49ff-a96f-1ca75f4a6b92	EDAM:operation_3227	Variant Calling
pgxcs-ltoiij9l	pgxbs-kftvho6g	pgxind-kftx3mpo	pgx:TCGA.effd3ebc-fa75-4317-a3cb-37ca27d3208c	EDAM:operation_3227	Variant Calling
pgxcs-ltohmu78	pgxbs-kftvi4om	pgxind-kftx3qdp	pgx:TCGA.e3de38a0-9158-4f0c-ba79-a6be5e392759	EDAM:operation_3227	Variant Calling
pgxcs-ltoh62l9	pgxbs-kftvi3z9	pgxind-kftx3mao	pgx:TCGA.619ab6eb-ba17-4265-970b-6e3a76908fad	EDAM:operation_3227	Variant Calling
pgxcs-ltohrr3z	pgxbs-kftvhsny	pgxind-kftx3jvh	pgx:TCGA.443b9ac6-d6fe-48a6-bb53-f6f5a56d2f2f	EDAM:operation_3227	Variant Calling
pgxcs-ltoh9884	pgxbs-kftvi5zr	pgxind-kftx3k85	pgx:TCGA.d9e5679e-02d8-49de-b83a-24ae234311ba	EDAM:operation_3227	Variant Calling
pgxcs-ltohmuxq	pgxbs-kftvhjul	pgxind-kftx3hyf	pgx:TCGA.de8f0414-9813-4581-81b1-d8c33362f24b	EDAM:operation_3227	Variant Calling
pgxcs-ltohxmtl	pgxbs-kftvhnak	pgxind-kftx3lus	pgx:TCGA.5743700c-cbd3-4f87-8109-6349a96eb605	EDAM:operation_3227	Variant Calling
pgxcs-ltoi920t	pgxbs-kftvhorg	pgxind-kftx3n8a	pgx:TCGA.2dc7cce6-0a73-4b48-8723-1a2511c5b295	EDAM:operation_3227	Variant Calling
pgxcs-ltohzmz6	pgxbs-kftvi8kg	pgxind-kftx3td2	pgx:TCGA.1cb67451-2b22-4c10-8ff0-c3bceb68298b	EDAM:operation_3227	Variant Calling
pgxcs-ltoha0v9	pgxbs-kftvhqt5	pgxind-kftx3ozi	pgx:TCGA.88b3045c-bb2e-4ad6-adbb-b52fabb7b917	EDAM:operation_3227	Variant Calling
pgxcs-ltohqy3n	pgxbs-kftvi16a	pgxind-kftx3t9t	pgx:TCGA.0152ba53-d53b-4ec8-a256-3dcad8e8d2a3	EDAM:operation_3227	Variant Calling
pgxcs-ltohcdoq	pgxbs-kftvi3m1	pgxind-kftx3lgp	pgx:TCGA.b48f69f1-9023-4bab-9e28-e2e871cbbe7d	EDAM:operation_3227	Variant Calling
pgxcs-ltohuabm	pgxbs-kftvhykf	pgxind-kftx3t7r	pgx:TCGA.9f88d3b0-edc0-4fca-a4a9-4d8aacedf9a7	EDAM:operation_3227	Variant Calling
pgxcs-ltoh9ajp	pgxbs-kftvhv8t	pgxind-kftx3pal	pgx:TCGA.7ead0574-478a-4fe1-aabe-34965101b05d	EDAM:operation_3227	Variant Calling
pgxcs-ltohbwse	pgxbs-kftvhktw	pgxind-kftx3j1m	pgx:TCGA.dc649d39-482d-4855-b9e3-129552e5e421	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7wjr	pgxbs-kftvhi47	pgxind-kftx3fxv	pgx:TCGA.dbdb94af-5ce2-4523-aa9e-f27c3927b43d	EDAM:operation_3227	Variant Calling
pgxcs-ltoikx9r	pgxbs-kftvi77d	pgxind-kftx3ud1	pgx:TCGA.d22843cb-8a14-4592-b339-a04cf1514205	EDAM:operation_3227	Variant Calling
pgxcs-ltohcv50	pgxbs-kftvi0wq	pgxind-kftx3fum	pgx:TCGA.ca44a8bf-428e-48b5-ae58-614f9a3e0fd8	EDAM:operation_3227	Variant Calling
pgxcs-ltoijasc	pgxbs-kftvhmz6	pgxind-kftx3ljn	pgx:TCGA.f73c1ce5-2813-45b2-951f-8ab539b32988	EDAM:operation_3227	Variant Calling
pgxcs-ltohfe7x	pgxbs-kftvi8rc	pgxind-kftx3t79	pgx:TCGA.f37b6188-7e32-436f-af4a-6f76c1217338	EDAM:operation_3227	Variant Calling
pgxcs-ltoim88b	pgxbs-kftvhrm7	pgxind-kftx3pah	pgx:TCGA.5431dd0b-64ae-48ed-8da3-0a21dbed9e9e	EDAM:operation_3227	Variant Calling
pgxcs-ltohyex7	pgxbs-kftvhsb4	pgxind-kftx3q4m	pgx:TCGA.438152c8-2d26-4b35-9f68-a4b6c473916e	EDAM:operation_3227	Variant Calling
pgxcs-ltohhsjp	pgxbs-kftvhhin	pgxind-kftx3f87	pgx:TCGA.bbe1d8fc-42fc-4e58-82fc-7ae67cdc7562	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9on5	pgxbs-kftvhsxp	pgxind-kftx3qlk	pgx:TCGA.c6a08306-7e4b-4fda-a233-8d4be1a79c83	EDAM:operation_3227	Variant Calling
pgxcs-ltohxj6z	pgxbs-kftvi536	pgxind-kftx3h0g	pgx:TCGA.0626e96b-7f8a-4ac4-b613-f16e9ee22f19	EDAM:operation_3227	Variant Calling
pgxcs-ltohrz0s	pgxbs-kftvi6vj	pgxind-kftx3lqh	pgx:TCGA.11f78e42-43e5-4bd5-9f88-e5a195aece83	EDAM:operation_3227	Variant Calling
pgxcs-ltoi5z88	pgxbs-kftvi391	pgxind-kftx3sfo	pgx:TCGA.e9861a16-35ea-40ab-8676-713adf5f5bcf	EDAM:operation_3227	Variant Calling
pgxcs-ltohcig9	pgxbs-kftvhk04	pgxind-kftx3i4k	pgx:TCGA.51762528-71cf-4568-a8a9-1771396e7f93	EDAM:operation_3227	Variant Calling
pgxcs-ltohat9l	pgxbs-kftvi5ue	pgxind-kftx3o4d	pgx:TCGA.46c31ffb-160d-4705-a7ca-6b3393054d8c	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8xi7	pgxbs-kftvhzi0	pgxind-kftx3ua3	pgx:TCGA.375bec4c-5e9b-4bc0-9f28-5854a159d655	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1cor	pgxbs-kftvhm0b	pgxind-kftx3k4j	pgx:TCGA.715e82d6-e2ae-481f-8570-0384bc3f9cc8	EDAM:operation_3227	Variant Calling
pgxcs-ltohdd7y	pgxbs-kftvhyup	pgxind-kftx3tzo	pgx:TCGA.a7a71b11-5e34-49a4-8d54-be27d9c8daf0	EDAM:operation_3227	Variant Calling
pgxcs-ltohq9ni	pgxbs-kftvhtlj	pgxind-kftx3r29	pgx:TCGA.3d440a83-214e-432f-89d2-b523bfe7c6ef	EDAM:operation_3227	Variant Calling
pgxcs-ltohrqe2	pgxbs-kftvhr53	pgxind-kftx3p95	pgx:TCGA.de6423ce-9cf4-4891-bb1e-bfd8da656e67	EDAM:operation_3227	Variant Calling
pgxcs-ltohf03o	pgxbs-kftvhs3z	pgxind-kftx3pzj	pgx:TCGA.8d54b22b-ee4b-45e0-922e-24e3c20c4c1a	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0dok	pgxbs-kftvhopi	pgxind-kftx3mfo	pgx:TCGA.b1afae0f-041b-4bfe-bc0c-732156b69617	EDAM:operation_3227	Variant Calling
pgxcs-ltoifk3q	pgxbs-kftvi19v	pgxind-kftx3uyn	pgx:TCGA.12fd8ad4-507e-444e-8560-ec79610ab8f0	EDAM:operation_3227	Variant Calling
pgxcs-ltohdtjx	pgxbs-kftvi4as	pgxind-kftx3uks	pgx:TCGA.a9b534c2-2bef-4681-81f2-ebc6e93fe770	EDAM:operation_3227	Variant Calling
pgxcs-ltoi4iaz	pgxbs-kftvhpca	pgxind-kftx3nqt	pgx:TCGA.b32f509d-91e5-4601-b8b3-4b0a5212c22b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi555t	pgxbs-kftvhljp	pgxind-kftx3jtk	pgx:TCGA.01ef1408-f028-4f6c-b09e-9bbb8d738704	EDAM:operation_3227	Variant Calling
pgxcs-ltohtp6e	pgxbs-kftvi740	pgxind-kftx3f9l	pgx:TCGA.3ebd4798-0bf8-45d2-aa65-2bf7f4344804	EDAM:operation_3227	Variant Calling
pgxcs-ltoi5f1b	pgxbs-kftvhieh	pgxind-kftx3gaa	pgx:TCGA.23154bb9-f757-434b-9c4c-43d03e2bf425	EDAM:operation_3227	Variant Calling
pgxcs-ltoig2eg	pgxbs-kftvi8ml	pgxind-kftx3voc	pgx:TCGA.9d1990fc-1a2e-4193-8eee-f46e93f4469b	EDAM:operation_3227	Variant Calling
pgxcs-ltoijf7j	pgxbs-kftvi6y0	pgxind-kftx3weq	pgx:TCGA.d0eca475-4a80-42eb-bc91-4159699cdfba	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6aze	pgxbs-kftvhsg5	pgxind-kftx3l3t	pgx:TCGA.45e8ad06-c789-4551-a964-4083fac3167d	EDAM:operation_3227	Variant Calling
pgxcs-ltohpeze	pgxbs-kftvi3ll	pgxind-kftx3ps2	pgx:TCGA.8f515078-38de-44c1-81ce-e40d8a942fc7	EDAM:operation_3227	Variant Calling
pgxcs-ltoifb7s	pgxbs-kftvhtbw	pgxind-kftx3qve	pgx:TCGA.77b75b10-3d22-42e6-a058-ca617caf1ce5	EDAM:operation_3227	Variant Calling
pgxcs-ltohbspy	pgxbs-kftvhzue	pgxind-kftx3ncs	pgx:TCGA.ce0b9c55-baeb-4ca8-9235-51a836a4b58f	EDAM:operation_3227	Variant Calling
pgxcs-ltohv2ra	pgxbs-kftvi1nc	pgxind-kftx3fdh	pgx:TCGA.5b5de7e3-fe5c-4e59-a501-90e7b989f312	EDAM:operation_3227	Variant Calling
pgxcs-ltoihqg5	pgxbs-kftvhtkh	pgxind-kftx3r1c	pgx:TCGA.7ab33f7c-e09c-45b2-b951-928778af30d7	EDAM:operation_3227	Variant Calling
pgxcs-ltohbnon	pgxbs-kftvhyxn	pgxind-kftx3j1o	pgx:TCGA.a6e48cc8-a22f-490b-9208-a40926a2a555	EDAM:operation_3227	Variant Calling
pgxcs-ltoid005	pgxbs-kftvhoza	pgxind-kftx3nez	pgx:TCGA.7ef5e57d-c08f-4749-9656-6d0ceabe824a	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6kht	pgxbs-kftvholf	pgxind-kftx3n2s	pgx:TCGA.d767ee8b-eb2f-41d9-9d4a-8968ac8a50b5	EDAM:operation_3227	Variant Calling
pgxcs-ltohom5v	pgxbs-kftvhl01	pgxind-kftx3j83	pgx:TCGA.90c52b7a-a0fb-4e5f-9c80-ee94516ab8d9	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3fzq	pgxbs-kftvi16n	pgxind-kftx3uxh	pgx:TCGA.18f450b7-1ccb-4b6a-b74e-9737bd45753f	EDAM:operation_3227	Variant Calling
pgxcs-ltohngbn	pgxbs-kftvi2cd	pgxind-kftx3vc8	pgx:TCGA.496316ba-00b4-49ff-9b67-02273fbfa945	EDAM:operation_3227	Variant Calling
pgxcs-ltohvbzb	pgxbs-kftvhkab	pgxind-kftx3ig8	pgx:TCGA.8063e0be-03ea-4a66-8592-dbb2d9f49045	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7gja	pgxbs-kftvi55h	pgxind-kftx3uww	pgx:TCGA.4c93c0a4-73c4-48ef-91e0-40b2143833bc	EDAM:operation_3227	Variant Calling
pgxcs-ltohqa11	pgxbs-kftvht6h	pgxind-kftx3qr9	pgx:TCGA.43847b17-da38-4131-a9f1-0d3caaecf89f	EDAM:operation_3227	Variant Calling
pgxcs-ltoic2rb	pgxbs-kftvi3v6	pgxind-kftx3vs8	pgx:TCGA.0ca390ef-7f27-40e7-ad72-132356bca006	EDAM:operation_3227	Variant Calling
pgxcs-ltoic715	pgxbs-kftvhp91	pgxind-kftx3nd2	pgx:TCGA.3829fa12-fdd5-4829-8f00-bdfbb057f23e	EDAM:operation_3227	Variant Calling
pgxcs-ltohlwg9	pgxbs-kftvhquw	pgxind-kftx3gbs	pgx:TCGA.ea02c527-63bd-4793-98c3-86025d2bf13d	EDAM:operation_3227	Variant Calling
pgxcs-ltoie63d	pgxbs-kftvhtty	pgxind-kftx3r7u	pgx:TCGA.1e83ac72-12e9-4e44-a928-e9e8aa092ea7	EDAM:operation_3227	Variant Calling
pgxcs-ltoh96sw	pgxbs-kftvhjvs	pgxind-kftx3hzs	pgx:TCGA.5452ad7b-5c57-485b-80c4-008d922ecee6	EDAM:operation_3227	Variant Calling
pgxcs-ltohyvvx	pgxbs-kftvhoql	pgxind-kftx3n7k	pgx:TCGA.15e8851a-ea08-4cf5-84a3-86fd47b60258	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8gia	pgxbs-kftvhj1v	pgxind-kftx3gze	pgx:TCGA.cab5da46-f163-42eb-8ba8-43ed69e8e518	EDAM:operation_3227	Variant Calling
pgxcs-ltohwnjd	pgxbs-kftvhkgw	pgxind-kftx3inr	pgx:TCGA.9778af5c-1822-4442-9561-81273aef4ae3	EDAM:operation_3227	Variant Calling
pgxcs-ltohuobp	pgxbs-kftvi0h6	pgxind-kftx3ii3	pgx:TCGA.c6987abb-e8cb-4701-bee2-416627c1f970	EDAM:operation_3227	Variant Calling
pgxcs-ltohw0kl	pgxbs-kftvhrx7	pgxind-kftx3pv7	pgx:TCGA.fc1f0ad4-8412-4143-8ebf-fa6592f396e9	EDAM:operation_3227	Variant Calling
pgxcs-ltoh61ok	pgxbs-kftvhjn3	pgxind-kftx3hpy	pgx:TCGA.ba110c03-750f-4b30-89b3-e1b1b41e8144	EDAM:operation_3227	Variant Calling
pgxcs-ltoi67mo	pgxbs-kftvhr4m	pgxind-kftx3p8p	pgx:TCGA.1ddc4c86-029f-49b5-893c-a218240d3fa4	EDAM:operation_3227	Variant Calling
pgxcs-ltohm7u9	pgxbs-kftvhx16	pgxind-kftx3t0z	pgx:TCGA.09d5f5c9-6895-4f78-9929-b7522b461c06	EDAM:operation_3227	Variant Calling
pgxcs-ltohjm33	pgxbs-kftvi64e	pgxind-kftx3lqn	pgx:TCGA.9ae522c2-0fbf-493c-b3c7-a6ccd685c787	EDAM:operation_3227	Variant Calling
pgxcs-ltohulxx	pgxbs-kftvhxyr	pgxind-kftx3tkh	pgx:TCGA.d13412e3-4493-4cf0-9254-0ea24168df42	EDAM:operation_3227	Variant Calling
pgxcs-ltohwvqo	pgxbs-kftvi214	pgxind-kftx3tfs	pgx:TCGA.f818321c-6356-4c43-9109-6d873aa6b417	EDAM:operation_3227	Variant Calling
pgxcs-ltoii21n	pgxbs-kftvhi9w	pgxind-kftx3g4s	pgx:TCGA.0230bc74-adc5-4443-ac9e-342d7f344ce7	EDAM:operation_3227	Variant Calling
pgxcs-ltohgl2q	pgxbs-kftvhsba	pgxind-kftx3q4u	pgx:TCGA.d8246fda-3072-4470-8a7c-de05bac409c2	EDAM:operation_3227	Variant Calling
pgxcs-ltoi56oz	pgxbs-kftvhzky	pgxind-kftx3msm	pgx:TCGA.389c632d-45cf-447e-9069-11b2fcb543f5	EDAM:operation_3227	Variant Calling
pgxcs-ltohrvwd	pgxbs-kftvi1xu	pgxind-kftx3v58	pgx:TCGA.2127e58b-bd7b-490e-b34b-4f626b2a4053	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0sf6	pgxbs-kftvhwty	pgxind-kftx3i8n	pgx:TCGA.d302390b-4b66-48e6-92de-612504b34fa3	EDAM:operation_3227	Variant Calling
pgxcs-ltoiforg	pgxbs-kftvi4f6	pgxind-kftx3fjn	pgx:TCGA.6160c363-b050-4b3b-9909-4ebc33ed3a1a	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3rf8	pgxbs-kftvhvmu	pgxind-kftx3s5x	pgx:TCGA.9990dd32-a644-4f71-abda-346872e7e89c	EDAM:operation_3227	Variant Calling
pgxcs-ltoikogo	pgxbs-kftvhks8	pgxind-kftx3izp	pgx:TCGA.832fbf68-76dc-47f7-b0ac-257d77d69bdf	EDAM:operation_3227	Variant Calling
pgxcs-ltohp43t	pgxbs-kftvhnns	pgxind-kftx3m7t	pgx:TCGA.73b6994e-c9bf-41a8-a455-17d7be309a9f	EDAM:operation_3227	Variant Calling
pgxcs-ltohcsrn	pgxbs-kftvhoa7	pgxind-kftx3lrr	pgx:TCGA.a439dcc3-4377-449d-983e-f34f8e5741e3	EDAM:operation_3227	Variant Calling
