icdom	icdom_label	icdot	icdot_label	ncit	ncit_label	ncit_depth	count
80103	Carcinoma, NOS	C61.9	Prostate gland	C4863	Prostate Carcinoma	7	1
90613	Seminoma, NOS 	C63.9	epididymis, spermatic cord, male genital, nos	C9309	Seminoma	4	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C09.9	Tonsil, NOS	C8851	Diffuse Large B-Cell Lymphoma	9	1
87303	Amelanotic melanoma 	C44.9	Skin, NOS	C3802	Amelanotic melanoma 	4	1
90653	Germ cell tumor, nonseminomatous 	C63.9	epididymis, spermatic cord, male genital, nos	C121619	Nongerminomatous Germ Cell Tumor	3	1
96793	Mediastinal large B-cell lymphoma 	C38.3	Mediastinum, NOS	C9280	Primary Mediastinal (Thymic) Large B-Cell Lymphoma	10	1
89103	Embryonal rhabdomyosarcoma, NOS 	C76.2	abdomen, NOS	C8971	Embryonal Rhabdomyosarcoma	8	1
89103	Embryonal rhabdomyosarcoma, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C8971	Embryonal Rhabdomyosarcoma	8	1
89103	Embryonal rhabdomyosarcoma, NOS 	C11.9	Nasopharynx, NOS	C8971	Embryonal Rhabdomyosarcoma	8	1
89103	Embryonal rhabdomyosarcoma, NOS 	C62.9	Testis, NOS	C8971	Embryonal Rhabdomyosarcoma	8	1
88503	Liposarcoma, NOS 	C64.9	Kidney, NOS	C3194	Liposarcoma	6	1
88903	Leiomyosarcoma,NOS 	C64.9	Kidney, NOS	C3158	Leiomyosarcoma	7	1
91803	Osteosarcoma, NOS 	C80.9	Unknown primary site	C9145	Osteosarcoma	5	1
92203	Chondrosarcoma, NOS 	C80.9	Unknown primary site	C2946	Chondrosarcoma	5	1
91813	Chondroblastic osteosarcoma 	C41.9	Bone, NOS	C4021	Chondroblastic Osteosarcoma	10	1
90803	Teratoma,malignant,NOS 	C80.9	Unknown primary site	C4286	Immature Teratoma	5	1
93703	Chordoma, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C2947	Chordoma	6	1
91813	Chondroblastic osteosarcoma 	C40.0	Bones and joints	C4021	Chondroblastic Osteosarcoma	10	1
80003	Neoplasm, malignant	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3810	Connective and Soft Tissue Neoplasm	2	1
89103	Embryonal rhabdomyosarcoma, NOS 	C64.9	Kidney, NOS	C8971	Embryonal Rhabdomyosarcoma	8	1
95800	Granular cell tumor, NOS 	C56.9	Ovary	C3474	Granular Cell Tumor	5	1
88903	Leiomyosarcoma,NOS 	C22.0	Liver	C3158	Leiomyosarcoma	7	1
90813	Teratocarcinoma	C56.9	Ovary	C3756	Mixed Embryonal Carcinoma and Teratoma	5	1
89103	Embryonal rhabdomyosarcoma, NOS 	C61.9	Prostate gland	C8971	Embryonal Rhabdomyosarcoma	8	1
89103	Embryonal rhabdomyosarcoma, NOS 	C41.9	Bone, NOS	C8971	Embryonal Rhabdomyosarcoma	8	1
81703	Hepatocellular carcinoma, NOS	C22.9	liver	C3099	Hepatocellular Carcinoma	7	1
81301	Papillary transitional cell neoplasm of low malignant potential	C67.0	Urinary bladder	C27884	Bladder Papillary Urothelial Neoplasm of Low Malignant Potential	-1	1
81301	Papillary transitional cell neoplasm of low malignant potential	C68.0	Urethra	C27884	Bladder Papillary Urothelial Neoplasm of Low Malignant Potential	-1	1
98753	Chronic myelogenous leukemia, BCR/ABL positive	C42.1	Bone marrow	C7320	Childhood chronic myelogenous leukemia, BCR-ABL1 positive	7	2
98753	Chronic myelogenous leukemia, BCR/ABL positive	C42.1	Bone marrow	C3174	Chronic myelogenous leukemia, BCR-ABL1 positive	6	2
90505	Mesothelioma, malignant	C34.9	Lung, NOS	C3234	Mesothelioma	3	1
90506	Mesothelioma, malignant	C34.9	Lung, NOS	C3234	Mesothelioma	3	1
90800	Teratoma, benign 	C71.9	Brain, NOS	C9015	Mature Teratoma	6	1
90803	Teratoma,malignant,NOS 	C71.9	Brain, NOS	C4286	Immature Teratoma	5	1
85004	Infiltrating duct carcinoma, NOS	C50.9	Breast, NOS	C4194	Invasive ductal carcinoma, not otherwise specified	7	1
84903	Signet ring cell carcinoma	C56.9	Ovary	C3153	Krukenberg tumor	8	1
82403	Carcinoid tumor, NOS	C16.9	Stomach, NOS	C7709	Digestive System Neuroendocrine Tumor G1	7	2
82403	Carcinoid tumor, NOS	C16.9	Stomach, NOS	C95404	Digestive System Neuroendocrine Tumor	6	2
81402	Adenocarcinoma in situ, NOS	C16.9	Stomach, NOS	C4123	Adenocarcinoma In Situ	5	1
80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	C11.9	Nasopharynx, NOS	C3871	Nasopharyngeal Carcinoma	8	1
98363	PRECURSOR B-CELL LYMPHOBLASTIC LYMPHOMA	C42.1	Bone marrow	C8644	B acute lymphoblastic leukemia	7	1
84531	Intraductal papillary-mucinous tumor with moderate dysplasia	C25.9	Pancreas, NOS	C5719	Pancreatic Intraductal Papillary-Mucinous Neoplasm with Intermediate Grade Dysplasia	-1	1
84532	Intraductal papillary-mucinous carcinoma, non-invasive	C25.9	Pancreas, NOS	C38342	Pancreatic Intraductal Papillary-Mucinous Neoplasm	6	1
84533	Intraductal papillary-mucinous carcinoma, invasive	C25.9	Pancreas, NOS	C38342	Pancreatic Intraductal Papillary-Mucinous Neoplasm	6	2
84533	Intraductal papillary-mucinous carcinoma, invasive	C25.9	Pancreas, NOS	C5726	Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma	8	2
98143	B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)	C42.4	Hematopoietic system, NOS	C80334	B Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1	8	1
89363	Gastrointestinal stromal tumor, NOS	C16.9	Stomach, NOS	C3486	Epithelioid cell type gastrointestinal stromal tumor	-1	2
89363	Gastrointestinal stromal tumor, NOS	C16.9	Stomach, NOS	C27243	High Risk Gastrointestinal Stromal Tumor	-1	2
90413	Synovial sarcoma, spindle cell	C49.9	Connective, subcutaneous and other soft tissues, NOS	C4277	Spindle Cell Synovial Sarcoma	-1	1
90433	Synovial sarcoma, biphasic	C49.9	Connective, subcutaneous and other soft tissues, NOS	C4279	Biphasic synovial sarcoma	-1	1
99643	Chronic eosinophilic leukemia, NOS	C42.1	Bone marrow	C4563	Chronic eosinophilic leukemia, not otherwise specified	6	1
98763	Atypical chronic myeloid leukemia, BCR/ABL negative	C42.1	Bone marrow	C3519	Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative	6	1
95003	Neuroblastoma, NOS 	C34.9	Lung, NOS	C3270	Neuroblastoma	7	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C61.9	Prostate gland	None	None	-1	1
80413	Small cell carcinoma, NOS	C61.9	Prostate gland	C6766	Prostate Small Cell Carcinoma	10	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C10.9	Oropharynx, NOS	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C44.9	Skin, NOS	None	None	-1	1
80703	Squamous cell carcinoma, NOS	C61.9	Prostate gland	C2929	Squamous Cell Carcinoma	4	1
91003	Choriocarcinoma, NOS 	C76.9	ill-defined	C2948	Choriocarcinoma	3	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C34.9	Lung, NOS	None	None	-1	1
93653	Askin tumor	C71.9	Brain, NOS	C7542	Askin tumor	7	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C49.9	Connective, subcutaneous and other soft tissues, NOS	None	None	-1	1
80103	Carcinoma, NOS	C64.9	Kidney, NOS	C39807	Mucinous Tubular and Spindle Cell Carcinoma of the Kidney	8	3
80103	Carcinoma, NOS	C64.9	Kidney, NOS	C9384	Kidney Carcinoma	7	3
80103	Carcinoma, NOS	C64.9	Kidney, NOS	C6975	Papillary Renal Cell Carcinoma	9	3
91003	Choriocarcinoma, NOS 	C55.9	Uterus, NOS	C4646	Gestational choriocarcinoma	6	2
91003	Choriocarcinoma, NOS 	C55.9	Uterus, NOS	C2948	Choriocarcinoma	3	2
98053	Acute biphenotypic leukemia	C42.1	Bone marrow	C4673	Acute Biphenotypic Leukemia	8	1
83703	Adrenal cortical carcinoma	C74.9	Adrenal gland, NOS	C9325	Adrenal Cortex Carcinoma	7	1
83823	Endometrioid adenocarcinoma, secretory variant	C55.9	Uterus, NOS	C3769	Endometrioid Adenocarcinoma	6	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C73.9	Thyroid gland	None	None	-1	1
88023	Giant cell sarcoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C66759	Giant Cell Sarcoma	-1	1
88910	Epithelioid leiomyoma	C64.9	Kidney, NOS	C159209	Kidney Leiomyoma	8	1
90653	Germ cell tumor, nonseminomatous 	C62.9	Testis, NOS	C9313	Testicular Non-Seminomatous Germ Cell Tumor	7	2
90653	Germ cell tumor, nonseminomatous 	C62.9	Testis, NOS	C5027	Malignant Testicular Non-Seminomatous Germ Cell Tumor	-1	2
80213	Carcinoma, anaplastic, NOS	C73.9	Thyroid gland	C3878	Thyroid Gland Anaplastic Carcinoma	7	1
80103	Carcinoma, NOS	C67.0	Urinary bladder	C4912	Bladder carcinoma	6	1
85603	Adenosquamous carcinoma 	C25.9	Pancreas, NOS	C5721	Pancreatic Adenosquamous Carcinoma	7	1
88003	Sarcoma,NOS 	C55.9	Uterus, NOS	C6339	Uterine Corpus Sarcoma	8	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C64.9	Kidney, NOS	None	None	-1	1
95003	Neuroblastoma, NOS 	C76.9	ill-defined	C3270	Neuroblastoma	7	1
91303	Hemangioendothelioma, malignant 	C22.9	liver	C3088	Angiosarcoma	6	1
91003	Choriocarcinoma, NOS 	C16.9	Stomach, NOS	C95749	Gastric choriocarcinoma	6	1
81563	somatostatinoma, malignant	C25.9	Pancreas, NOS	C67369	Malignant Pancreatic Somatostatinoma	11	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C42.4	Hematopoietic system, NOS	None	None	-1	1
80701	Premalignant squamous epithelium, NOS	C06.9	Mouth, NOS	C3792	Squamous Cell Neoplasm	3	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C09.9	Tonsil, NOS	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C18.9	Colon, NOS	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C16.9	Stomach, NOS	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C25.9	Pancreas, NOS	None	None	-1	1
84700	Mucinous cystadenoma, NOS	C56.9	Ovary	C4512	Ovarian Mucinous Cystadenoma	9	1
84800	Mucinous adenoma	C56.9	Ovary	C2973	Mucinous Cystadenoma	5	1
87203	Malignant melanoma, NOS 	C76.9	ill-defined	C3224	Melanoma	3	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C77.9	Lymph node, NOS	None	None	-1	1
90503	Mesothelioma, malignant 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C4456	Malignant Mesothelioma	4	1
90523	Epithelioid mesothelioma, malignant 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C7985	Epithelioid Mesothelioma	6	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C06.9	Mouth, NOS	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C80.9	Unknown primary site	None	None	-1	1
89363	Gastrointestinal stromal tumor, NOS	C49.9	Connective, subcutaneous and other soft tissues, NOS	C27243	High Risk Gastrointestinal Stromal Tumor	-1	1
80701	Premalignant squamous epithelium, NOS	C15.9	Esophagus, NOS	C3792	Squamous Cell Neoplasm	3	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C15.9	Esophagus, NOS	None	None	-1	1
81603	Cholangiocarcinoma	C24.9	Biliary tract, NOS	C4436	Cholangiocarcinoma	9	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C24.9	Biliary tract, NOS	None	None	-1	1
80701	Premalignant squamous epithelium, NOS	C34.9	Lung, NOS	C3792	Squamous Cell Neoplasm	3	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C56.9	Ovary	None	None	-1	1
96953	Follicular lymphoma, grade 1	C77.9	Lymph node, NOS	C3465	Grade 1 Follicular Lymphoma	10	1
96913	Follicular lymphoma, grade 2	C77.9	Lymph node, NOS	C8968	Grade 2 Follicular Lymphoma	10	1
97163	Hepatosplenic T-cell lymphoma	C42.4	Hematopoietic system, NOS	C8459	Hepatosplenic T-Cell Lymphoma	10	1
96983	Follicular lymphoma, grade 3	C77.9	Lymph node, NOS	C3460	Grade 3 Follicular Lymphoma	10	1
80003	Neoplasm, malignant	C76.9	ill-defined	C9305	Malignant Neoplasm	2	1
97013	Sezary syndrome	C42.4	Hematopoietic system, NOS	C3366	Sezary Syndrome	10	1
95003	Neuroblastoma, NOS 	C40.0	Bones and joints	C3270	Neuroblastoma	7	1
86801	Paraganglioma, NOS 	C72.9	Nervous system, NOS	C3308	Paraganglioma	5	1
95033	Neuroepithelioma, NOS 	C72.9	Nervous system, NOS	C3716	Primitive Neuroectodermal Tumor	5	1
82503	Bronchiolo-alveolar adenocarcinoma, NOS	C34.9	Lung, NOS	C2923	Minimally invasive lung adenocarcinoma 	8	1
81203	Transitional cell carcinoma, NOS	C68.0	Urethra	C2930	Transitional Cell Carcinoma	4	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C22.0	Liver	None	None	-1	1
80710	None	C44.9	Skin, NOS	C3792	Squamous Cell Neoplasm	3	1
82003	Adenoid cystic carcinoma	C11.9	Nasopharynx, NOS	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C10.9	Oropharynx, NOS	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C25.9	Pancreas, NOS	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C41.9	Bone, NOS	C2970	Adenoid Cystic Carcinoma	4	1
96713	Malignant lymphoma, lymphoplasmacytic 	C42.4	Hematopoietic system, NOS	C3212	Lymphoplasmacytic Lymphoma	10	1
82003	Adenoid cystic carcinoma	C69.0	orbit and lacrimal gland, excl. retina, eye, nos	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C30.1	Middle ear	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C32.9	Larynx, NOS	C2970	Adenoid Cystic Carcinoma	4	1
80701	Premalignant squamous epithelium, NOS	C51.9	Vulva, NOS	C3792	Squamous Cell Neoplasm	3	1
86801	Paraganglioma, NOS 	C74.0	Cortex of adrenal gland	C3308	Paraganglioma	5	1
82003	Adenoid cystic carcinoma	C64.9	Kidney, NOS	C2970	Adenoid Cystic Carcinoma	4	1
96993	Marginal zone B-cell lymphoma, NOS	C08.9	Major salivary gland, NOS	C4341	Marginal Zone Lymphoma	10	1
81482	Glandular intraepithelial neoplasia, high grade	C61.9	Prostate gland	C7662	High Grade Glandular Intraepithelial Neoplasia	5	1
80702	Squamous cell carcinoma in situ, NOS	C34.9	Lung, NOS	C27093	Stage 0 Squamous Cell Carcinoma	6	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C42.0	Blood	None	None	-1	1
80103	Carcinoma, NOS	C16.0	Cardia, NOS	C6794	Gastric Cardia Carcinoma	-1	1
95903	Malignant lymphoma, NOS 	C62.9	Testis, NOS	C3208	Lymphoma	5	1
86800	PARAGANGLIOMA, BENIGN	C75.5	Aortic body and other paraganglia	C48314	Benign Paraganglioma	6	1
85032	Noninfiltrating intraductal papillary adenocarcinoma	C50.9	Breast, NOS	C4190	Intraductal Papillary Breast Carcinoma	8	1
83183	Renal cell carcinoma, sarcomatoid	C64.9	Kidney, NOS	C27893	Sarcomatoid Renal Cell Carcinoma	9	1
90504	Mesothelioma, malignant	C34.9	Lung, NOS	C3234	Mesothelioma	3	1
95003	Neuroblastoma, NOS 	C71.9	Brain, NOS	C3270	Neuroblastoma	7	1
83800	Endometroid adenoma, NOS	C56.9	Ovary	C2855	Adenoma	3	1
92603	Ewing sarcoma 	C41.9	Bone, NOS	C4817	Ewing Sarcoma	4	1
80050	Clear cell tumor, NOS	C56.9	Ovary	C40076	Ovarian Clear Cell Tumor	7	1
80003	Neoplasm, malignant	C56.9	Ovary	C7431	Malignant Ovarian Neoplasm	6	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C62.9	Testis, NOS	None	None	-1	1
95300	Meningioma, NOS 	C70.9	Meninges, NOS	C3230	Meningioma	5	1
96593	Hodgkin lymphoma, nodular lymphocyte predominance	C77.9	Lymph node, NOS	C139030	THRLBCL-Like Transformation of NLPHL	-1	2
96593	Hodgkin lymphoma, nodular lymphocyte predominance	C77.9	Lymph node, NOS	C7258	Nodular Lymphocyte Predominant Hodgkin Lymphoma	7	2
86203	Granulosa cell tumor	C56.9	Ovary	C6261	Ovarian granulosa cell tumor	-1	1
82403	Carcinoid tumor, NOS	C17.9	Small intestine, NOS	C6422	Midgut carcinoid tumor	8	1
98113	B lymphoblastic leukemia/lymphoma, NOS	C42.4	Hematopoietic system, NOS	C80326	B Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified	7	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C17.9	Small intestine, NOS	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C11.9	Nasopharynx, NOS	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C42.2	Spleen	None	None	-1	1
81403	Adenocarcinoma, NOS	C26.0	Intestinal tract, NOS	C2852	Colon Adenocarcinoma	4	1
88063	Desmoplastic small round cell tumor 	C80.9	Unknown primary site	C8300	Desmoplastic Small Round Cell Tumor	-1	1
95401	Neurofibromatosis, NOS	C80.9	Unknown primary site	C6727	Neurofibromatosis	-1	1
82463	Neuroendocrine carcinoma, NOS	C72.9	Nervous system, NOS	C3773	Neuroendocrine Carcinoma	5	1
80001	Neoplasm, uncertain whether benign or malignant	C80.9	Unknown primary site	C65157	Neoplasm, Uncertain Whether Benign or Malignant	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C20.9	Rectum, NOS	None	None	-1	1
80106	Carcinoma, metastatic, NOS	C18.9	Colon, NOS	C3482	Metastatic Carcinoma	5	1
89103	Embryonal rhabdomyosarcoma, NOS 	C30.1	Middle ear	C8971	Embryonal Rhabdomyosarcoma	8	1
89103	Embryonal rhabdomyosarcoma, NOS 	C67.9	Bladder, NOS	C8971	Embryonal Rhabdomyosarcoma	8	1
80103	Carcinoma, NOS	C22.0	Liver	C7927	Liver and Intrahepatic Bile Duct Carcinoma	6	1
86800	PARAGANGLIOMA, BENIGN	C64.9	Kidney, NOS	C48314	Benign Paraganglioma	6	1
97163	Hepatosplenic T-cell lymphoma	C22.0	Liver	C8459	Hepatosplenic T-Cell Lymphoma	10	1
94733	CNS primitive neuroectodermal tumor (PNET)	C71.1	frontal lobe	C3716	Primitive Neuroectodermal Tumor	5	1
80333	Pseudosarcomatous carcinoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C27004	Sarcomatoid Carcinoma	4	1
96713	Malignant lymphoma, lymphoplasmacytic 	C77.9	Lymph node, NOS	C27910	Mature B-Cell Neoplasms	6	3
96713	Malignant lymphoma, lymphoplasmacytic 	C77.9	Lymph node, NOS	C3898	Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue	11	3
96713	Malignant lymphoma, lymphoplasmacytic 	C77.9	Lymph node, NOS	C3212	Lymphoplasmacytic Lymphoma	10	3
00000	not in ICD-O (e.g. non-neoplastic, reference)	C71.9	Brain, NOS	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C08.9	Major salivary gland, NOS	None	None	-1	1
84303	Mucoepidermoid carcinoma	C08.9	Major salivary gland, NOS	C5908	Salivary Gland Mucoepidermoid Carcinoma	6	1
85003	Infiltrating duct carcinoma, NOS	C08.9	Major salivary gland, NOS	C4194	Invasive ductal carcinoma, not otherwise specified	7	1
80703	Squamous cell carcinoma, NOS	C76.9	ill-defined	C2929	Squamous Cell Carcinoma	4	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C42.1	Bone marrow	None	None	-1	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C58.9	Placenta	None	None	-1	1
80703	Squamous cell carcinoma, NOS	C05.9	Palate, NOS	C4649	Palate Squamous Cell Carcinoma	8	1
80706	Squamous cell carcinoma, metastatic	C02.9	Tongue, NOS	C150206	Metastatic Oral Cavity Squamous Cell Carcinoma	9	1
80706	Squamous cell carcinoma, metastatic	C03.0	Upper Gum	C150206	Metastatic Oral Cavity Squamous Cell Carcinoma	9	1
97573	Interdigitating dendritic cell sarcoma	C42.4	Hematopoietic system, NOS	C9282	Interdigitating Dendritic Cell Sarcoma	5	1
80500	Papilloma, NOS	C34.9	Lung, NOS	C8295	Lung Papilloma	5	1
89803	Carcinosarcoma, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C34448	Carcinosarcoma	4	1
81400	Adenoma, NOS	C17.9	Small intestine, NOS	C5340	Small Intestinal Adenoma	6	1
90853	Mixed germ cell tumor 	C22.0	Liver	C4290	Mixed Germ Cell Tumor	4	1
90703	Embryonal carcinoma, NOS 	C34.9	Lung, NOS	C3752	Embryonal Carcinoma	4	1
90713	Yolk sac tumor 	C34.9	Lung, NOS	C3011	Yolk Sac Tumor	4	1
90853	Mixed germ cell tumor 	C74.9	Adrenal gland, NOS	C4290	Mixed Germ Cell Tumor	4	1
90853	Mixed germ cell tumor 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C4290	Mixed Germ Cell Tumor	4	1
90813	Teratocarcinoma	C17.9	Small intestine, NOS	C3756	Mixed Embryonal Carcinoma and Teratoma	5	1
90853	Mixed germ cell tumor 	C34.9	Lung, NOS	C4290	Mixed Germ Cell Tumor	4	1
90813	Teratocarcinoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3756	Mixed Embryonal Carcinoma and Teratoma	5	1
92200	Chondroma, NOS	C49.9	Connective, subcutaneous and other soft tissues, NOS	C53459	Chondroma	6	1
98653	ACUTE MYELOID LEUKEMIA WITH T(6;9)(P23;Q34); DEK-NUP214	C42.1	Bone marrow	C82423	Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214	8	1
99863	Myelodyplastic syndrome, NOS	C42.1	Bone marrow	C6867	Myelodysplastic Syndrome with Isolated del(5q)	6	1
84421	Serous cystadenoma, borderline malignancy	C56.9	Ovary	C4177	Borderline Serous Cystadenoma	6	2
84421	Serous cystadenoma, borderline malignancy	C56.9	Ovary	C5226	Borderline Ovarian Serous Tumor	8	2
81403	Adenocarcinoma, NOS	C48.2	Peritoneum, NOS	C2852	Colon Adenocarcinoma	4	1
81403	Adenocarcinoma, NOS	C57.0	Fallopian tube	C2852	Colon Adenocarcinoma	4	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C44.4	Hair	None	None	-1	1
95401	Neurofibromatosis, NOS	C71.9	Brain, NOS	C6727	Neurofibromatosis	-1	1
92200	Chondroma, NOS	C40.1 	Short bones of upper limb and associated joints	C53459	Chondroma	6	1
92200	Chondroma, NOS	C41.4	Pelvic bones, sacrum, coccyx and associated joints	C53459	Chondroma	6	1
92200	Chondroma, NOS	C40.2	Long bones of lower limb and associated joints	C53459	Chondroma	6	1
92203	Chondrosarcoma, NOS 	C41.9	Bone, NOS	C7155	Primary central chondrosarcoma	7	2
92203	Chondrosarcoma, NOS 	C41.9	Bone, NOS	C2946	Chondrosarcoma	5	2
92200	Chondroma, NOS	C41.9	Bone, NOS	C53459	Chondroma	6	1
80000	Neoplasm, benign	C25.9	Pancreas, NOS	C4612	Benign Pancreatic Neoplasm	4	1
94403	Glioblastoma,NOS	C71.3	parietal lobe	C3058	Glioblastoma	8	1
95903	Malignant lymphoma, NOS 	C44.9	Skin, NOS	C3208	Lymphoma	5	1
80106	Carcinoma, metastatic, NOS	C61.9	Prostate gland	C8946	Metastatic Prostate Carcinoma	8	1
89333	Adenosarcoma 	C55.9	Uterus, NOS	C6336	Uterine Corpus Adenosarcoma	9	1
80106	Carcinoma, metastatic, NOS	C50.9	Breast, NOS	C153238	Metastatic Breast Carcinoma	6	1
80103	Carcinoma, NOS	C18.4	Transverse colon	C4910	Colon carcinoma	7	1
80106	Carcinoma, metastatic, NOS	C18.4	Transverse colon	C156097	Metastatic Colon Carcinoma	8	1
80103	Carcinoma, NOS	C18.0	Cecum	C3491	Cecum Carcinoma	8	1
80106	Carcinoma, metastatic, NOS	C18.0	Cecum	C156097	Metastatic Colon Carcinoma	8	1
80103	Carcinoma, NOS	C18.7	Sigmoid colon	C4910	Colon carcinoma	7	1
80106	Carcinoma, metastatic, NOS	C18.7	Sigmoid colon	C156097	Metastatic Colon Carcinoma	8	1
98633	Chronic myeloid leukemia, NOS 	C42.4	Hematopoietic system, NOS	C3174	Chronic myelogenous leukemia, BCR-ABL1 positive	6	1
98233	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	C42.4	Hematopoietic system, NOS	C3163	Chronic lymphocytic leukemia	8	2
98233	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	C42.4	Hematopoietic system, NOS	C27911	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	7	2
97193	NK/T-cell lymphoma, nasal and nasal-type	C30.0	Nasal cavity	C4684	Nasal Type Extranodal NK/T-Cell Lymphoma	9	1
97353	Plasmablastic lymphoma 	C77.9	Lymph node, NOS	C7224	Plasmablastic lymphoma	10	1
96703	Malignant lymphoma, small B lymphocytic, NOS 	C77.9	Lymph node, NOS	C7540	Small lymphocytic lymphoma	9	1
80703	Squamous cell carcinoma, NOS	C76.0	Head, face or neck, NOS	C34447	Head and Neck Squamous Cell Carcinoma	5	1
80703	Squamous cell carcinoma, NOS	C30.0	Nasal cavity	C68611	Sinonasal Squamous Cell Carcinoma	6	2
80703	Squamous cell carcinoma, NOS	C30.0	Nasal cavity	C8192	Nasal cavity squamous cell carcinoma	7	2
97093	Cutaneous T-cell lymphoma, NOS	C44.9 	Skin, NOS	C3467	Primary cutaneous T-cell non-Hodgkin lymphoma	9	1
89333 	Adenosarcoma 	C56.9	Ovary	C7317	Ovarian adenosarcoma	8	1
80103	Carcinoma, NOS	C20.9	Rectum, NOS	C9382	Rectal Carcinoma	7	1
98353	Precursor cell lymphoblastic leukemia, NOS 	C42.4	Hematopoietic system, NOS	C3167	Acute Lymphoblastic Leukemia	6	1
82603	Papillary adenocarcinoma, NOS	C73.9 	Thyroid gland	C4035	Thyroid Gland Papillary Carcinoma	9	1
91203 	Hemangiosarcoma 	C49.9 	Connective, subcutaneous and other soft tissues, NOS 	C3088	Angiosarcoma	6	1
88903	Leiomyosarcoma,NOS 	C76.1	thorax, NOS	C3158	Leiomyosarcoma	7	1
80103	Carcinoma, NOS	C72.9 	Nervous system, NOS 	C4627	Malignant Central Nervous System Neoplasm	4	1
98613	Acute myeloid leukemia, NOS 	C42.4	Hematopoietic system, NOS	C3171	Acute Myeloid Leukemia	6	2
98613	Acute myeloid leukemia, NOS 	C42.4	Hematopoietic system, NOS	C9154	Adult acute myeloid leukemia	7	2
84803 	Mucinous adenocarcinoma 	C50.9	Breast, NOS	C9131	Mucinous Breast Carcinoma	7	1
82003	Adenoid cystic carcinoma	C41.0	Maxilla	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C69.6	Orbit, NOS	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C05.0	Hard palate	C6213	Hard Palate Adenoid Cystic Carcinoma	-1	1
