NCIT:C3262	Neoplasm
NCIT:C150704	EBV-Positive Inflammatory Follicular Dendritic Cell Sarcoma of the Digestive System
NCIT:C172951	Digestive System Leiomyosarcoma
NCIT:C27200	Gastric Leiomyosarcoma
NCIT:C5334	Esophageal Leiomyosarcoma
NCIT:C5599	Anal Leiomyosarcoma
NCIT:C5756	Liver Leiomyosarcoma
NCIT:C5841	Gallbladder Leiomyosarcoma
NCIT:C5848	Extrahepatic Bile Duct Leiomyosarcoma
NCIT:C7085	Small Intestinal Leiomyosarcoma
NCIT:C123932	Childhood Small Intestinal Leiomyosarcoma
NCIT:C96435	Appendix Leiomyosarcoma
NCIT:C96509	Colorectal Leiomyosarcoma
NCIT:C5494	Colon Leiomyosarcoma
NCIT:C5549	Rectal Leiomyosarcoma
NCIT:C172952	Digestive System Rhabdomyosarcoma
NCIT:C5610	Anal Rhabdomyosarcoma
NCIT:C5627	Rectal Rhabdomyosarcoma
NCIT:C5834	Liver Rhabdomyosarcoma
NCIT:C5839	Gallbladder Rhabdomyosarcoma
NCIT:C5860	Extrahepatic Bile Duct Rhabdomyosarcoma
NCIT:C5847	Extrahepatic Bile Duct Embryonal Rhabdomyosarcoma
NCIT:C95623	Esophageal Rhabdomyosarcoma
NCIT:C172955	Digestive System Kaposi Sarcoma
NCIT:C5529	Gastric Kaposi Sarcoma
NCIT:C5602	Anal Kaposi Sarcoma
NCIT:C5706	Esophageal Kaposi Sarcoma
NCIT:C5842	Gallbladder Kaposi Sarcoma
NCIT:C96059	Small Intestinal Kaposi Sarcoma
NCIT:C96434	Appendix Kaposi Sarcoma
NCIT:C96510	Colorectal Kaposi Sarcoma
NCIT:C5516	Colon Kaposi Sarcoma
NCIT:C5550	Rectal Kaposi Sarcoma
NCIT:C96951	Extrahepatic Bile Duct Kaposi Sarcoma
NCIT:C172980	Gastrointestinal Clear Cell Sarcoma/Malignant Gastrointestinal Neuroectodermal Tumor
NCIT:C27439	Gastric Sarcoma
NCIT:C5488	Gastric Liposarcoma
NCIT:C95897	Malignant Gastric Gastrointestinal Stromal Tumor
NCIT:C4437	Liver Sarcoma
NCIT:C5832	Liver Fibrosarcoma
NCIT:C5833	Liver Extraskeletal Osteosarcoma
NCIT:C5029	Extrahepatic Bile Duct Sarcoma
NCIT:C5335	Small Intestinal Sarcoma
NCIT:C5336	Small Intestinal Fibrosarcoma
NCIT:C82972	Duodenal Extraskeletal Osteosarcoma
NCIT:C96060	Small Intestinal Angiosarcoma
NCIT:C5341	Esophageal Sarcoma
NCIT:C5705	Esophageal Liposarcoma
NCIT:C92185	Esophageal Malignant Peripheral Nerve Sheath Tumor
NCIT:C5611	Anal Sarcoma
NCIT:C5715	Pancreatic Sarcoma
NCIT:C5736	Gallbladder Sarcoma
NCIT:C5840	Gallbladder Angiosarcoma
NCIT:C96508	Colorectal Sarcoma
NCIT:C5495	Colon Sarcoma
NCIT:C156279	Colon Liposarcoma
NCIT:C5548	Rectal Sarcoma
NCIT:C96511	Colorectal Angiosarcoma
NCIT:C172851	Digestive System Inflammatory Myofibroblastic Tumor
NCIT:C5858	Liver Inflammatory Myofibroblastic Tumor
NCIT:C7022	Gastric Inflammatory Myofibroblastic Tumor
NCIT:C172853	Esophageal Soft Tissue Neoplasm
NCIT:C27430	Esophageal Gastrointestinal Stromal Tumor
NCIT:C3866	Esophageal Leiomyoma
NCIT:C5701	Esophageal Lipoma
NCIT:C5702	Esophageal Fibroma
NCIT:C172854	Hepatobiliary Soft Tissue Neoplasm
NCIT:C172855	Gallbladder Soft Tissue Neoplasm
NCIT:C5747	Gallbladder Leiomyoma
NCIT:C5835	Gallbladder Lipoma
NCIT:C172856	Liver and Intrahepatic Bile Duct Soft Tissue Neoplasm
NCIT:C5750	Liver Lipoma
NCIT:C5753	Liver Leiomyoma
NCIT:C172857	Intestinal Soft Tissue Neoplasm
NCIT:C5339	Small Intestinal Lipoma
NCIT:C5677	Colorectal Leiomyoma
NCIT:C5492	Colon Leiomyoma
NCIT:C5552	Rectal Leiomyoma
NCIT:C5678	Colorectal Lipoma
NCIT:C5493	Colon Lipoma
NCIT:C5551	Rectal Lipoma
NCIT:C7725	Small Intestinal Leiomyoma
NCIT:C172940	Digestive System Solitary Fibrous Tumor
NCIT:C5752	Liver Solitary Fibrous Tumor
NCIT:C172941	Inflammatory Fibroid Polyp
NCIT:C172942	Digestive System Leiomyoma
NCIT:C3876	Gastric Leiomyoma
NCIT:C5514	Appendix Leiomyoma
NCIT:C5608	Anal Leiomyoma
NCIT:C5855	Extrahepatic Bile Duct Leiomyoma
NCIT:C172945	Digestive System Lipoma
NCIT:C43576	Appendix Lipoma
NCIT:C5258	Gastric Lipoma
NCIT:C5854	Extrahepatic Bile Duct Lipoma
NCIT:C27940	Gastrointestinal Autonomic Nerve Tumor
NCIT:C35778	Gastrointestinal Stromal Tumor of the Gastrointestinal Tract
NCIT:C27735	Colorectal Gastrointestinal Stromal Tumor
NCIT:C5806	Gastric Gastrointestinal Stromal Tumor
NCIT:C87827	Stage II Gastric Gastrointestinal Stromal Tumor
NCIT:C87830	Stage IV Gastric Gastrointestinal Stromal Tumor
NCIT:C95895	Benign Gastric Gastrointestinal Stromal Tumor
NCIT:C5811	Small Intestinal Gastrointestinal Stromal Tumor
NCIT:C87831	Stage I Small Intestinal Gastrointestinal Stromal Tumor
NCIT:C87832	Stage II Small Intestinal Gastrointestinal Stromal Tumor
NCIT:C87835	Stage IV Small Intestinal Gastrointestinal Stromal Tumor
NCIT:C5487	Gastric Soft Tissue Neoplasm
NCIT:C27438	Benign Gastric Soft Tissue Neoplasm
NCIT:C5481	Gastric Hemangioma
NCIT:C5482	Gastric Lymphangioma
NCIT:C95900	Gastric Glomus Tumor
NCIT:C5856	Benign Extrahepatic Bile Duct Soft Tissue Neoplasm
NCIT:C5853	Extrahepatic Bile Duct Fibroma
NCIT:C2877	Anal Neoplasm
NCIT:C4054	Anal Condyloma
NCIT:C4611	Benign Anal Neoplasm
NCIT:C139546	Anal Ectopic Fibroadenoma
NCIT:C5607	Benign Anal Granular Cell Tumor
NCIT:C96699	Anal Hidradenoma Papilliferum
NCIT:C7379	Malignant Anal Neoplasm
NCIT:C4639	Anal Melanoma
NCIT:C5601	Anal Lymphoma
NCIT:C7460	Metastatic Malignant Neoplasm in the Anus
NCIT:C9291	Anal Carcinoma
NCIT:C133794	Anal Cancer by AJCC v8 Stage
NCIT:C133796	Stage I Anal Cancer AJCC v8
NCIT:C133797	Stage II Anal Cancer AJCC v8
NCIT:C133800	Stage III Anal Cancer AJCC v8
NCIT:C133804	Stage IV Anal Cancer AJCC v8
NCIT:C137857	Refractory Anal Carcinoma
NCIT:C170514	Metastatic Anal Carcinoma
NCIT:C169103	Metastatic Anal Squamous Cell Carcinoma
NCIT:C5612	Metastatic Anal Canal Carcinoma
NCIT:C5600	Anal Adenocarcinoma
NCIT:C153575	Recurrent Anal Adenocarcinoma
NCIT:C153576	Recurrent Anal Mucinous Adenocarcinoma
NCIT:C153577	Recurrent Paget Disease of the Anal Canal
NCIT:C5598	Paget Disease of the Anus
NCIT:C7476	Paget Disease of the Anal Margin
NCIT:C7477	Paget Disease of the Anal Canal
NCIT:C7471	Anal Canal Adenocarcinoma
NCIT:C5606	Anal Mucinous Adenocarcinoma
NCIT:C7474	Anal Extramucosal (Perianal) Adenocarcinoma
NCIT:C5609	Anal Glands Adenocarcinoma
NCIT:C7472	Anal Margin Carcinoma
NCIT:C6925	Anal Margin Squamous Cell Carcinoma
NCIT:C7473	Anal Margin Basal Cell Carcinoma
NCIT:C7489	Anal Canal Carcinoma
NCIT:C133787	Anal Canal Cancer by AJCC v6 and v7 Stage
NCIT:C6873	Stage IV Anal Canal Cancer AJCC v6 and v7
NCIT:C7775	Stage II Anal Canal Cancer AJCC v6 and v7
NCIT:C7776	Stage III Anal Canal Cancer AJCC v6 and v7
NCIT:C7794	Stage 0 Anal Canal Cancer AJCC v6 and v7
NCIT:C9037	Stage I Anal Canal Cancer AJCC v6 and v7
NCIT:C7469	Anal Canal Squamous Cell Carcinoma
NCIT:C7793	Recurrent Anal Canal Carcinoma
NCIT:C96529	Anal Canal Undifferentiated Carcinoma
NCIT:C96553	Anal Canal Mixed Adenoneuroendocrine Carcinoma
NCIT:C9161	Anal Squamous Cell Carcinoma
NCIT:C169102	Recurrent Anal Squamous Cell Carcinoma
NCIT:C27681	Human Papillomavirus-Related Anal Squamous Cell Carcinoma
NCIT:C7470	Anal Verrucous Carcinoma
NCIT:C8256	Anal Basaloid Carcinoma
NCIT:C3028	Esophageal Neoplasm
NCIT:C3598	Benign Esophageal Neoplasm
NCIT:C4057	Esophageal Polyp
NCIT:C5344	Esophageal Squamous Cell Papilloma
NCIT:C5704	Esophageal Neurofibroma
NCIT:C95622	Esophageal Hemangioma
NCIT:C4839	Esophageal Intraepithelial Neoplasia
NCIT:C27423	Esophageal Squamous Intraepithelial Neoplasia
NCIT:C27426	High Grade Esophageal Squamous Intraepithelial Neoplasia
NCIT:C5023	Stage 0 Esophageal Squamous Cell Carcinoma AJCC v7
NCIT:C27427	Low Grade Esophageal Squamous Intraepithelial Neoplasia
NCIT:C27424	Esophageal Glandular Intraepithelial Neoplasia
NCIT:C27428	Low Grade Esophageal Glandular Intraepithelial Neoplasia
NCIT:C27429	High Grade Esophageal Glandular Intraepithelial Neoplasia
NCIT:C8629	Stage 0 Esophageal Adenocarcinoma AJCC v7
NCIT:C95613	Intraepithelial Neoplasia in Barrett Esophagus
NCIT:C27425	Esophageal High Grade Intraepithelial Neoplasia
NCIT:C3637	Stage 0 Esophageal Cancer AJCC v6
NCIT:C89771	Stage 0 Esophageal Cancer AJCC v7
NCIT:C4840	Esophageal Low Grade Intraepithelial Neoplasia
NCIT:C5700	Esophageal Granular Cell Tumor
NCIT:C7478	Malignant Esophageal Neoplasm
NCIT:C3513	Esophageal Carcinoma
NCIT:C118812	Childhood Esophageal Carcinoma
NCIT:C133399	Esophageal Cancer by AJCC v8 Stage
NCIT:C133400	Esophageal Adenocarcinoma by AJCC v8 Stage
NCIT:C133443	Esophageal Squamous Cell Carcinoma by AJCC v8 Stage
NCIT:C156073	Metastatic Esophageal Carcinoma
NCIT:C156074	Metastatic Esophageal Adenocarcinoma
NCIT:C172249	Metastatic Distal Esophagus Adenocarcinoma
NCIT:C156075	Metastatic Esophageal Squamous Cell Carcinoma
NCIT:C166171	Non-Metastatic Esophageal Carcinoma
NCIT:C171604	Refractory Esophageal Carcinoma
NCIT:C171606	Refractory Esophageal Squamous Cell Carcinoma
NCIT:C27421	Esophageal Adenosquamous Carcinoma
NCIT:C27422	Esophageal Undifferentiated Carcinoma
NCIT:C3999	Recurrent Esophageal Carcinoma
NCIT:C8627	Recurrent Esophageal Adenocarcinoma
NCIT:C8633	Recurrent Esophageal Squamous Cell Carcinoma
NCIT:C4024	Esophageal Squamous Cell Carcinoma
NCIT:C133442	Esophageal Squamous Cell Carcinoma by AJCC v7 Stage
NCIT:C5019	Stage IV Esophageal Squamous Cell Carcinoma AJCC v7
NCIT:C5020	Stage III Esophageal Squamous Cell Carcinoma AJCC v7
NCIT:C5021	Stage II Esophageal Squamous Cell Carcinoma AJCC v7
NCIT:C5022	Stage I Esophageal Squamous Cell Carcinoma AJCC v7
NCIT:C150037	Distal Esophagus Squamous Cell Carcinoma
NCIT:C27928	Alcohol-Related Esophageal Squamous Cell Carcinoma
NCIT:C95608	Esophageal Spindle Cell Carcinoma
NCIT:C95610	Esophageal Well Differentiated Squamous Cell Carcinoma
NCIT:C95611	Esophageal Moderately Differentiated Squamous Cell Carcinoma
NCIT:C95612	Esophageal Poorly Differentiated Squamous Cell Carcinoma
NCIT:C4025	Esophageal Adenocarcinoma
NCIT:C133411	Esophageal Adenocarcinoma by AJCC v7 Stage
NCIT:C8628	Stage II Esophageal Adenocarcinoma AJCC v7
NCIT:C8630	Stage I Esophageal Adenocarcinoma AJCC v7
NCIT:C8631	Stage III Esophageal Adenocarcinoma AJCC v7
NCIT:C8632	Stage IV Esophageal Adenocarcinoma AJCC v7
NCIT:C152036	Distal Esophagus Adenocarcinoma
NCIT:C7027	Barrett Adenocarcinoma
NCIT:C161906	Esophageal Intramucosal Adenocarcinoma
NCIT:C5342	Esophageal Adenoid Cystic Carcinoma
NCIT:C5343	Esophageal Mucoepidermoid Carcinoma
NCIT:C90500	Esophageal Cancer by AJCC v6 Stage
NCIT:C9210	Stage I Esophageal Cancer AJCC v6
NCIT:C9211	Stage II Esophageal Cancer AJCC v6
NCIT:C9212	Stage III Esophageal Cancer AJCC v6
NCIT:C9213	Stage IV Esophageal Cancer AJCC v6
NCIT:C91221	Esophageal Cancer by AJCC v7 Stage
NCIT:C89793	Stage I Esophageal Cancer AJCC v7
NCIT:C89794	Stage II Esophageal Cancer AJCC v7
NCIT:C89795	Stage III Esophageal Cancer AJCC v7
NCIT:C89804	Stage IV Esophageal Cancer AJCC v7
NCIT:C95621	Esophageal Mixed Adenoneuroendocrine Carcinoma
NCIT:C5687	Esophageal Lymphoma
NCIT:C5688	Esophageal Non-Hodgkin Lymphoma
NCIT:C95625	Esophageal Diffuse Large B-Cell Lymphoma
NCIT:C95626	Esophageal Mucosa-Associated Lymphoid Tissue Lymphoma
NCIT:C5689	Esophageal Hodgkin Lymphoma
NCIT:C5707	Esophageal Melanoma
NCIT:C7479	Metastatic Malignant Neoplasm in the Esophagus
NCIT:C7513	Malignant Esophageal Neoplasm by Topographic Region
NCIT:C3533	Malignant Neoplasm of the Upper Third of the Esophagus
NCIT:C3535	Malignant Neoplasm of the Lower Third of the Esophagus
NCIT:C3141	Intestinal Neoplasm
NCIT:C2956	Colorectal Neoplasm
NCIT:C27459	Colorectal Intraepithelial Neoplasia
NCIT:C27461	Colorectal High Grade Intraepithelial Neoplasia
NCIT:C2953	Colon Neoplasm
NCIT:C2894	Benign Colon Neoplasm
NCIT:C3864	Colon Adenoma
NCIT:C128171	Colon Adenoma with Severe Dysplasia
NCIT:C172682	Colon Conventional Adenoma
NCIT:C3495	Colon Villous Adenoma
NCIT:C5520	Cecum Villous Adenoma
NCIT:C5496	Colon Tubulovillous Adenoma
NCIT:C7041	Colon Tubular Adenoma
NCIT:C43577	Colon Traditional Serrated Adenoma
NCIT:C96464	Colon Serrated Lesions and Polyps
NCIT:C96479	Colon Adenomatous Polyp
NCIT:C4772	Benign Cecum Neoplasm
NCIT:C5395	Colon Cavernous Hemangioma
NCIT:C5500	Colon Lymphangioma
NCIT:C7042	Colon Ganglioneuroma
NCIT:C4433	Cecum Neoplasm
NCIT:C9329	Malignant Cecum Neoplasm
NCIT:C3491	Cecum Carcinoma
NCIT:C4594	Cecum Carcinoma In Situ
NCIT:C5543	Cecum Adenocarcinoma
NCIT:C5515	Cecum Lymphoma
NCIT:C5521	Cecum Non-Hodgkin Lymphoma
NCIT:C9242	Malignant Colon Neoplasm
NCIT:C4793	Colon Lymphoma
NCIT:C4950	Colon Non-Hodgkin Lymphoma
NCIT:C27411	Colon Mantle Cell Lymphoma
NCIT:C27465	Colon Burkitt Lymphoma
NCIT:C5498	Colon Mucosa-Associated Lymphoid Tissue Lymphoma
NCIT:C96504	Colon Diffuse Large B-Cell Lymphoma
NCIT:C5499	Colon Hodgkin Lymphoma
NCIT:C4910	Colon Carcinoma
NCIT:C134251	Colon Cancer by AJCC v8 Stage
NCIT:C134271	Stage 0 Colon Cancer AJCC v8
NCIT:C134273	Stage I Colon Cancer AJCC v8
NCIT:C134274	Stage II Colon Cancer AJCC v8
NCIT:C134283	Stage III Colon Cancer AJCC v8
NCIT:C134287	Stage IV Colon Cancer AJCC v8
NCIT:C153351	Refractory Colon Carcinoma
NCIT:C162155	Refractory Colon Adenocarcinoma
NCIT:C156097	Metastatic Colon Carcinoma
NCIT:C160819	Metastatic Colon Adenocarcinoma
NCIT:C36309	Colon Carcinoma Metastatic in the Liver
NCIT:C89815	Colon Carcinoma Metastatic in the Lung
NCIT:C164228	Hereditary Colon Carcinoma
NCIT:C3998	Recurrent Colon Carcinoma
NCIT:C162442	Recurrent Colon Adenocarcinoma
NCIT:C4349	Colon Adenocarcinoma
NCIT:C45429	Colon Intramucosal Adenocarcinoma
NCIT:C27413	Adenoma of the Colon with Intramucosal Adenocarcinoma
NCIT:C60641	Colon Medullary Carcinoma
NCIT:C7966	Colon Mucinous Adenocarcinoma
NCIT:C7967	Colon Signet Ring Cell Adenocarcinoma
NCIT:C9452	Grade 1 Colon Adenocarcinoma
NCIT:C9453	Grade 2 Colon Adenocarcinoma
NCIT:C9454	Grade 3 Colon Adenocarcinoma
NCIT:C96486	Colon Serrated Adenocarcinoma
NCIT:C96489	Colon Cribriform Comedo-Type Adenocarcinoma
NCIT:C5490	Colon Squamous Cell Carcinoma
NCIT:C5491	Colon Adenosquamous Carcinoma
NCIT:C7100	Colon Undifferentiated Carcinoma
NCIT:C90507	Colon Cancer by AJCC v6 Stage
NCIT:C3638	Stage 0 Colon Cancer AJCC v6 and v7
NCIT:C3993	Stage II Colon Cancer AJCC v6
NCIT:C3994	Stage IV Colon Cancer AJCC v6
NCIT:C7766	Stage III Colon Cancer AJCC v6
NCIT:C9358	Stage I Colon Cancer AJCC v6 and v7
NCIT:C91224	Colon Cancer by AJCC v7 Stage
NCIT:C89990	Stage II Colon Cancer AJCC v7
NCIT:C89995	Stage III Colon Cancer AJCC v7
NCIT:C89999	Stage IV Colon Cancer AJCC v7
NCIT:C8411	Metastatic Malignant Neoplasm in the Colon
NCIT:C3350	Rectal Neoplasm
NCIT:C4774	Benign Rectal Neoplasm
NCIT:C5546	Rectal Adenoma
NCIT:C172683	Rectal Conventional Adenoma
NCIT:C4919	Rectal Villous Adenoma
NCIT:C5620	Rectal Tubulovillous Adenoma
NCIT:C96477	Rectal Tubular Adenoma
NCIT:C5621	Rectal Adenoma with Severe Dysplasia
NCIT:C96463	Rectal Traditional Serrated Adenoma
NCIT:C96465	Rectal Serrated Lesions and Polyps
NCIT:C96480	Rectal Adenomatous Polyp
NCIT:C7418	Malignant Rectal Neoplasm
NCIT:C4640	Rectal Melanoma
NCIT:C5553	Rectal Lymphoma
NCIT:C7426	Metastatic Malignant Neoplasm in the Rectum
NCIT:C9382	Rectal Carcinoma
NCIT:C118823	Childhood Rectal Carcinoma
NCIT:C134258	Rectal Cancer by AJCC v8 Stage
NCIT:C134291	Stage 0 Rectal Cancer AJCC v8
NCIT:C134292	Stage I Rectal Cancer AJCC v8
NCIT:C134293	Stage II Rectal Cancer AJCC v8
NCIT:C134297	Stage III Rectal Cancer AJCC v8
NCIT:C134301	Stage IV Rectal Cancer AJCC v8
NCIT:C156098	Metastatic Rectal Carcinoma
NCIT:C136240	Rectal Carcinoma Metastatic in the Liver
NCIT:C160820	Metastatic Rectal Adenocarcinoma
NCIT:C170779	Metastatic Rectal Squamous Cell Carcinoma
NCIT:C162156	Refractory Rectal Carcinoma
NCIT:C162157	Refractory Rectal Adenocarcinoma
NCIT:C43594	Rectal Adenosquamous Carcinoma
NCIT:C5554	Rectal Squamous Cell Carcinoma
NCIT:C5555	Rectal Cloacogenic Carcinoma
NCIT:C5556	Rectal Sarcomatoid Carcinoma
NCIT:C7974	Rectal Undifferentiated Carcinoma
NCIT:C90508	Rectal Cancer by AJCC v6 Stage
NCIT:C4853	Stage 0 Rectal Cancer AJCC v6 and v7
NCIT:C7790	Stage I Rectal Cancer AJCC v6 and v7
NCIT:C7791	Stage II Rectal Cancer AJCC v6
NCIT:C7792	Stage III Rectal Cancer AJCC v6
NCIT:C8412	Stage IV Rectal Cancer AJCC v6
NCIT:C91225	Rectal Cancer by AJCC v7 Stage
NCIT:C89991	Stage II Rectal Cancer AJCC v7
NCIT:C89996	Stage III Rectal Cancer AJCC v7
NCIT:C90016	Stage IV Rectal Cancer AJCC v7
NCIT:C9238	Recurrent Rectal Carcinoma
NCIT:C162443	Recurrent Rectal Adenocarcinoma
NCIT:C9383	Rectal Adenocarcinoma
NCIT:C60640	Rectal Medullary Carcinoma
NCIT:C7973	Rectal Mucinous Adenocarcinoma
NCIT:C9168	Rectal Signet Ring Cell Adenocarcinoma
NCIT:C9449	Grade 3 Rectal Adenocarcinoma
NCIT:C9450	Grade 2 Rectal Adenocarcinoma
NCIT:C9451	Grade 1 Rectal Adenocarcinoma
NCIT:C96487	Rectal Serrated Adenocarcinoma
NCIT:C96490	Rectal Cribriform Comedo-Type Adenocarcinoma
NCIT:C4610	Benign Colorectal Neoplasm
NCIT:C5673	Colorectal Adenoma
NCIT:C172680	Colorectal Conventional Adenoma
NCIT:C27456	Colorectal Tubular Adenoma
NCIT:C5675	Colorectal Tubulovillous Adenoma
NCIT:C5676	Colorectal Villous Adenoma
NCIT:C27457	Colorectal Adenoma with Moderate Dysplasia
NCIT:C27458	Colorectal Adenoma with Mild Dysplasia
NCIT:C5674	Colorectal Traditional Serrated Adenoma
NCIT:C5685	Colorectal Adenoma with Severe Dysplasia
NCIT:C83176	Colorectal Serrated Lesions and Polyps
NCIT:C96478	Colorectal Adenomatous Polyp
NCIT:C96513	Colorectal Perineurioma
NCIT:C96514	Colorectal Ganglioneuroma
NCIT:C96516	Colorectal Benign Granular Cell Tumor
NCIT:C4877	Rectosigmoid Neoplasm
NCIT:C7420	Malignant Rectosigmoid Neoplasm
NCIT:C7421	Rectosigmoid Carcinoma
NCIT:C43584	Rectosigmoid Adenocarcinoma
NCIT:C43592	Rectosigmoid Mucinous Adenocarcinoma
NCIT:C43593	Rectosigmoid Signet Ring Cell Carcinoma
NCIT:C8634	Recurrent Rectosigmoid Carcinoma
NCIT:C90509	Rectosigmoid Cancer by AJCC v6 Stage
NCIT:C5015	Stage II Rectosigmoid Cancer AJCC v6
NCIT:C5016	Stage I Rectosigmoid Cancer AJCC v6 and v7
NCIT:C5017	Stage 0 Rectosigmoid Cancer AJCC v6 and v7
NCIT:C8635	Stage III Rectosigmoid Cancer AJCC v6
NCIT:C8636	Stage IV Rectosigmoid Cancer AJCC v6
NCIT:C91226	Rectosigmoid Cancer by AJCC v7 Stage
NCIT:C89992	Stage II Rectosigmoid Cancer AJCC v7
NCIT:C89997	Stage III Rectosigmoid Cancer AJCC v7
NCIT:C90019	Stage IV Rectosigmoid Cancer AJCC v7
NCIT:C4978	Malignant Colorectal Neoplasm
NCIT:C162780	Metastatic Malignant Colorectal Neoplasm
NCIT:C156096	Metastatic Colorectal Carcinoma
NCIT:C153224	Colorectal Carcinoma Metastatic in the Lung
NCIT:C157366	Colorectal Carcinoma Metastatic in the Liver
NCIT:C157355	Colorectal Adenocarcinoma Metastatic in the Liver
NCIT:C161048	Metastatic Colorectal Adenocarcinoma
NCIT:C162273	Metastatic Colorectal Mucinous Adenocarcinoma
NCIT:C2955	Colorectal Carcinoma
NCIT:C118808	Childhood Colorectal Carcinoma
NCIT:C134180	Colorectal Cancer by AJCC v8 Stage
NCIT:C134182	Stage 0 Colorectal Cancer AJCC v8
NCIT:C134185	Stage I Colorectal Cancer AJCC v8
NCIT:C134186	Stage II Colorectal Cancer AJCC v8
NCIT:C134191	Stage III Colorectal Cancer AJCC v8
NCIT:C134195	Stage IV Colorectal Cancer AJCC v8
NCIT:C147982	Refractory Colorectal Carcinoma
NCIT:C162154	Refractory Colorectal Adenocarcinoma
NCIT:C43588	Colorectal Squamous Cell Carcinoma
NCIT:C43589	Colorectal Adenosquamous Carcinoma
NCIT:C43591	Colorectal Undifferentiated Carcinoma
NCIT:C5105	Colorectal Adenocarcinoma
NCIT:C162441	Recurrent Colorectal Adenocarcinoma
NCIT:C172694	Colorectal Poorly Cohesive Adenocarcinoma
NCIT:C43586	Colorectal Signet Ring Cell Carcinoma
NCIT:C172699	Colorectal Adenoma-Like Adenocarcinoma
NCIT:C172700	Inflammatory Bowel Disease-Associated Colorectal Adenocarcinoma
NCIT:C96497	Crohn Disease-Associated Colorectal Adenocarcinoma
NCIT:C43585	Colorectal Mucinous Adenocarcinoma
NCIT:C43590	Colorectal Medullary Carcinoma
NCIT:C9446	Grade 1 Colorectal Adenocarcinoma
NCIT:C9447	Grade 2 Colorectal Adenocarcinoma
NCIT:C9448	Grade 3 Colorectal Adenocarcinoma
NCIT:C96485	Colorectal Serrated Adenocarcinoma
NCIT:C96488	Colorectal Cribriform Comedo-Type Adenocarcinoma
NCIT:C8625	Recurrent Colorectal Carcinoma
NCIT:C90506	Colorectal Cancer by AJCC v6 Stage
NCIT:C8513	Stage I Colorectal Cancer AJCC v6 and v7
NCIT:C8514	Stage II Colorectal Cancer AJCC v6
NCIT:C8515	Stage III Colorectal Cancer AJCC v6
NCIT:C8516	Stage IV Colorectal Cancer AJCC v6
NCIT:C8932	Stage 0 Colorectal Cancer AJCC v6 and v7
NCIT:C91223	Colorectal Cancer by AJCC v7 Stage
NCIT:C89989	Stage II Colorectal Cancer AJCC v7
NCIT:C89994	Stage III Colorectal Cancer AJCC v7
NCIT:C89998	Stage IV Colorectal Cancer AJCC v7
NCIT:C96158	Colorectal Mixed Adenoneuroendocrine Carcinoma
NCIT:C96494	Colorectal Sarcomatoid Carcinoma
NCIT:C4581	Metastatic Malignant Neoplasm in the Large Intestine
NCIT:C96498	Colorectal Lymphoma
NCIT:C96499	Colorectal Non-Hodgkin Lymphoma
NCIT:C96502	Colorectal Burkitt Lymphoma
NCIT:C96503	Colorectal Diffuse Large B-Cell Lymphoma
NCIT:C96501	Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified
NCIT:C96505	Colorectal Mantle Cell Lymphoma
NCIT:C96506	Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma
NCIT:C96500	Colorectal Hodgkin Lymphoma
NCIT:C4432	Small Intestinal Neoplasm
NCIT:C27462	Small Intestinal Intraepithelial Neoplasia
NCIT:C27463	Small Intestinal Low Grade Intraepithelial Neoplasia
NCIT:C27464	Small Intestinal High Grade Intraepithelial Neoplasia
NCIT:C2995	Duodenal Neoplasm
NCIT:C4775	Benign Duodenal Neoplasm
NCIT:C170725	Benign Periampullary Neoplasm
NCIT:C4932	Duodenal Adenoma
NCIT:C5338	Duodenal Villous Adenoma
NCIT:C9328	Malignant Duodenal Neoplasm
NCIT:C4803	Duodenal Carcinoma
NCIT:C7889	Duodenal Adenocarcinoma
NCIT:C27322	Periampullary Adenocarcinoma
NCIT:C9352	Recurrent Duodenal Carcinoma
NCIT:C9263	Recurrent Malignant Duodenal Neoplasm
NCIT:C3600	Benign Small Intestinal Neoplasm
NCIT:C5340	Small Intestinal Adenoma
NCIT:C43551	Small Intestinal Villous Adenoma
NCIT:C43552	Small Intestinal Tubular Adenoma
NCIT:C43553	Small Intestinal Tubulovillous Adenoma
NCIT:C7523	Malignant Small Intestinal Neoplasm
NCIT:C118826	Childhood Malignant Small Intestinal Neoplasm
NCIT:C123933	Childhood Small Intestinal Carcinoma
NCIT:C4007	Small Intestinal Lymphoma
NCIT:C5337	Small Intestinal Hodgkin Lymphoma
NCIT:C7231	Small Intestinal Non-Hodgkin Lymphoma
NCIT:C96053	Small Intestinal B-Cell Non-Hodgkin Lymphoma
NCIT:C27409	Small Intestinal Burkitt Lymphoma
NCIT:C27410	Small Intestinal Atypical Burkitt/Burkitt-Like Lymphoma
NCIT:C27441	Small Intestinal Mantle Cell Lymphoma
NCIT:C3132	Alpha Heavy Chain Disease
NCIT:C5635	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma
NCIT:C45166	Campylobacter Jejuni-Associated Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma
NCIT:C96055	Small Intestinal Diffuse Large B-Cell Lymphoma
